fornitore,reg,codice_regione,Code,anno,mese,age_group,coverage_of_the_age_group,coverage_1,coverage_2,coverage_3,coverage_4,coverage_5,coverage_6,coverage_7,coverage_8,coverage_9,coverage_10,coverage_11,coverage_12,coverage_13,coverage_14,coverage_15,efficacy_baseline,efficacy_lower,efficacy_upper
AstraZeneca/Janssen(BOOSTER),Molise,14,ITF2,2022,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Molise,14,ITF2,2022,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Molise,14,ITF2,2022,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Molise,14,ITF2,2021,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Molise,14,ITF2,2022,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Molise,14,ITF2,2022,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Molise,14,ITF2,2022,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Molise,14,ITF2,2021,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Molise,14,ITF2,2022,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Molise,14,ITF2,2022,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Molise,14,ITF2,2022,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Molise,14,ITF2,2021,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Molise,14,ITF2,2022,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Molise,14,ITF2,2022,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Molise,14,ITF2,2022,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Molise,14,ITF2,2021,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Molise,14,ITF2,2022,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Molise,14,ITF2,2022,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Molise,14,ITF2,2022,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,1,1,.000017337628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,82
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,2,1,4.3344071e-06,.19999999,.79999995,0,0,0,0,0,0,0,0,0,0,0,0,0,78.999992,74.999992,81.999992
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,3,1,.00010402577,.82758623,.034482762,.13793105,0,0,0,0,0,0,0,0,0,0,0,0,78.83448,74.862068,81.572411
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,4,1,.00034241818,.73148149,.22222221,.0092592584,.037037034,0,0,0,0,0,0,0,0,0,0,0,78.781479,74.857414,81.719444
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,5,1,.00046811596,.5,.36574078,.11111111,.0046296297,.018518519,0,0,0,0,0,0,0,0,0,0,78.672226,74.720375,81.453705
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,6,1,.01692586,.94758552,.026207229,.019170104,.0058238287,.00024265953,.00097063812,0,0,0,0,0,0,0,0,0,78.915573,74.928276,81.875145
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,7,1,.011746243,.3967208,.57165861,.015810275,.011564925,.0035133949,.00014639145,.00058556581,0,0,0,0,0,0,0,0,78.848076,74.868698,81.805656
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,8,1,.02998543,.50316387,.19710523,.28402066,.0078551164,.0057458729,.0017455815,.000072732561,.00029093024,0,0,0,0,0,0,0,78.495071,74.561028,80.952034
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,9,1,.008681817,.1272018,.43918237,.17204164,.24790505,.0068562725,.0050152368,.0015236161,.000063484003,.00021059194,0,0,0,0,0,0,77.106613,73.600296,79.504456
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,10,1,.0024576089,.034792457,.12278371,.42392305,.16606408,.23929162,.0066180527,.0048409831,.0014706784,.000061278268,.00015409052,0,0,0,0,0,74.843452,71.355064,76.855629
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,11,1,.0023839239,.032851245,.033659633,.11878186,.41010138,.1606497,.23148972,.006402276,.0046831467,.001381046,0,0,0,0,0,0,68.070511,64.137497,71.108795
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,12,1,.00071517716,.0096865091,.032535426,.03333405,.1176317,.40612894,.15909357,.22924741,.0063402606,.0046377834,.0013643937,0,0,0,0,0,56.958885,49.560101,60.878395
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2022,1,1,.00021455315,.0028975327,.0096584419,.032441869,.033237603,.11729098,.40495217,.15863259,.22858314,.0063218893,.0046243453,.0013594608,0,0,0,0,44.638226,32.909485,50.164127
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2022,2,1,.000064365944,.00086850487,.0028950162,.0096500544,.032413907,.033208776,.11718915,.40460047,.15849482,.22838461,.0063163992,.004620329,.0013579864,0,0,0,31.086115,13.351347,39.885834
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2022,3,1,.000019309784,.00026048359,.00086827861,.0028942621,.0096475398,.032405529,.033200137,.11715863,.40449506,.15845352,.22832513,.0063147536,.0046191257,.0013575446,0,0,27.09812,6.0661073,38.462292
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,1,2,.00019514402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,82
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,2,2,.000048786005,.2,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,82
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,3,2,.0011708641,.82758617,.034482758,.13793103,0,0,0,0,0,0,0,0,0,0,0,0,78.83448,74.862061,81.572411
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,4,2,.0038540943,.73148149,.22222222,.0092592593,.037037037,0,0,0,0,0,0,0,0,0,0,0,78.781479,74.857414,81.719444
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,5,2,.0052688885,.5,.36574075,.11111111,.0046296297,.018518519,0,0,0,0,0,0,0,0,0,0,78.672218,74.720375,81.453697
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,6,2,.19050935,.94758558,.026207231,.019170104,.0058238292,.00024265956,.00097063824,0,0,0,0,0,0,0,0,0,78.915581,74.928276,81.875153
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,7,2,.13221008,.39672083,.57165861,.015810277,.011564924,.0035133949,.00014639145,.00058556581,0,0,0,0,0,0,0,0,78.848068,74.868698,81.805656
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,8,2,.33750159,.50316387,.19710524,.28402066,.0078551164,.0057458724,.0017455815,.000072732561,.00029093024,0,0,0,0,0,0,0,78.495071,74.561028,80.952034
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,9,2,.097718365,.12764631,.43918234,.17204165,.24790503,.0068562725,.0050152363,.001353176,0,0,0,0,0,0,0,0,77.131058,73.632538,79.524796
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,10,2,.027661664,.035281423,.12322821,.42392305,.1660641,.23929162,.0066180527,.0048409826,.00075256359,0,0,0,0,0,0,0,74.894798,71.423714,76.900909
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,11,2,.026832303,.03538499,.034148596,.11922637,.41010138,.16064972,.23148972,.0064022765,.0025969681,0,0,0,0,0,0,0,68.260674,64.393135,71.268028
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,12,2,.0080496911,.0096865091,.035069168,.033823013,.11807621,.40612891,.15909357,.22924738,.0063402606,.0025349518,0,0,0,0,0,0,57.146507,49.81805,61.007339
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2022,1,2,.0024149073,.0028975329,.0096584428,.034975611,.033726566,.11773549,.40495214,.15863261,.22858314,.0063218893,.002516581,0,0,0,0,0,44.819096,33.161583,50.282345
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2022,2,2,.00072447222,.00086850487,.0028950162,.0096500544,.034947649,.033697739,.11763366,.40460044,.15849483,.2283846,.0063163987,.0025110899,0,0,0,0,31.245996,13.5847,39.986794
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2022,3,2,.00021734167,.00026048362,.00086827867,.0028942621,.0096475407,.03493927,.033689104,.11760315,.40449506,.15845354,.22832511,.0063147536,.0025094452,0,0,0,27.227915,6.2596536,38.537209
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,1,3,.026484083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,82
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,2,3,.011758029,.30746284,.69253713,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,82
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,3,3,.02161238,.36108199,.19644354,.44247445,0,0,0,0,0,0,0,0,0,0,0,0,78.469032,74.557526,80.628326
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,4,3,.055348493,.48044321,.18760259,.10206357,.2298906,0,0,0,0,0,0,0,0,0,0,0,77.590141,74.070328,80.120338
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,5,3,.19155252,.62444687,.18043195,.070454739,.038330294,.086336128,0,0,0,0,0,0,0,0,0,0,77.915146,74.083595,80.726646
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,6,3,.21925782,.41682941,.36415908,.10522261,.041087136,.0223531,.050348695,0,0,0,0,0,0,0,0,0,77.060677,73.027939,79.965294
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,7,3,.090294488,.14650875,.35576025,.31080657,.089806579,.03506751,.019078176,.04297217,0,0,0,0,0,0,0,0,74.918793,70.518478,77.379257
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,8,3,.082664989,.11826639,.12918168,.31368575,.2740486,.079185471,.0309202,.016821869,.037890006,0,0,0,0,0,0,0,72.511948,68.171837,74.848007
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,9,3,.031390365,.047280647,.1131834,.12362957,.30020383,.26227024,.07578215,.029591277,.016098879,.031959996,0,0,0,0,0,0,68.436653,63.709164,71.704903
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,10,3,.01900907,.040829577,.046190411,.11031232,.1204935,.29258865,.25561732,.073859811,.028840646,.015690504,.015577246,0,0,0,0,0,61.158142,54.688538,65.361229
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,11,3,.0091183726,.10745081,.040524624,.045686834,.10898617,.11904496,.28907123,.25254434,.03669101,0,0,0,0,0,0,0,53.42305,44.585686,57.8242
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,12,3,.0027355119,.18187352,.1074076,.040434562,.045538113,.10859452,.11861717,.28803244,.10950208,0,0,0,0,0,0,0,52.593742,42.322079,56.893665
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2022,1,3,.00082065357,.2679148,.18186964,.1073947,.040407673,.045493707,.10847759,.11848943,.12995249,0,0,0,0,0,0,0,61.594261,53.354679,65.412666
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2022,2,3,.00024619608,.15695396,.26791444,.18186848,.10739084,.040399615,.0454804,.10844254,.091549695,0,0,0,0,0,0,0,65.566994,58.505741,68.810211
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2022,3,3,.000073858828,.081702016,.15695393,.26791435,.18186814,.10738968,.040397197,.045476414,.10843204,.0098662376,0,0,0,0,0,0,66.568298,60.146786,69.606972
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,1,4,.017879907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,82
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,2,4,.012780518,.41684088,.58315915,0,0,0,0,0,0,0,0,0,0,0,0,0,79.000008,75,82.000008
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,3,4,.064368069,.67735541,.13449143,.1881531,0,0,0,0,0,0,0,0,0,0,0,0,78.774216,74.811844,81.416725
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,4,4,.17241342,.64467609,.24068055,.047788013,.066855289,0,0,0,0,0,0,0,0,0,0,0,78.568268,74.711533,81.39724
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,5,4,.22150354,.45302302,.35262302,.13164672,.026138945,.036568306,0,0,0,0,0,0,0,0,0,0,78.362877,74.474396,81.077713
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,6,4,.029451955,.056813471,.42728522,.3325893,.12416743,.024653902,.034490734,0,0,0,0,0,0,0,0,0,76.736168,72.966278,79.0597
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,7,4,.01499246,.028107882,.055216562,.41527513,.32324091,.12067734,.023960931,.033521272,0,0,0,0,0,0,0,0,73.093163,69.377678,75.058914
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,8,4,.014465157,.026403258,.027365742,.053758666,.40431049,.3147063,.11749107,.023328286,.032636203,0,0,0,0,0,0,0,67.510223,63.324299,70.425873
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,9,4,.0097457571,.031534139,.02594178,.026887443,.052819069,.39724395,.30920583,.11543755,.022920553,.018009666,0,0,0,0,0,0,57.984562,51.068745,62.443336
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,10,4,.0062758978,.078321949,.031339608,.025653049,.026588188,.0522312,.39282265,.30576441,.087278932,0,0,0,0,0,0,0,45.964294,34.899681,51.135487
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,11,4,.0046231658,.19002438,.078231432,.031199057,.025444433,.026371967,.051806442,.38962814,.20729411,0,0,0,0,0,0,0,44.329865,30.926424,49.058655
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,12,4,.0013869498,.41102463,.19000459,.078204565,.031157335,.025382509,.026307786,.05168036,.18623817,0,0,0,0,0,0,0,64.694344,56.603638,68.363243
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2022,1,4,.00041608495,.16631725,.41102287,.18999867,.078196533,.031144859,.025363989,.026288591,.051642653,.020024538,0,0,0,0,0,0,71.968147,66.400787,75.163078
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2022,2,4,.00012482548,.064124532,.16631709,.41102234,.1899969,.078194126,.031141119,.02535844,.026282839,.0075625777,0,0,0,0,0,0,72.621742,68.068184,74.979164
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2022,3,4,.000037447644,.027498847,.064124517,.16631705,.41102219,.18999636,.078193404,.031139998,.025356775,.0063509941,0,0,0,0,0,0,69.170624,64.923241,71.853065
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,1,5,.047276199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,82
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,2,5,.19013335,.80086648,.19913352,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,82
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,3,5,.47294566,.66578752,.26765954,.0665529,0,0,0,0,0,0,0,0,0,0,0,0,78.920135,74.933441,81.793686
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,4,5,.1335268,.15822923,.56044048,.22530797,.056022283,0,0,0,0,0,0,0,0,0,0,0,78.415901,74.573006,80.920593
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,5,5,.057341218,.063625984,.14816174,.52478194,.21097253,.052457813,0,0,0,0,0,0,0,0,0,0,76.711449,73.285561,78.455956
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,6,5,.0088528078,.0097275479,.063007064,.1467205,.5196771,.20892029,.051947527,0,0,0,0,0,0,0,0,0,72.589203,69.684906,74.826973
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,7,5,.0053631123,.0058585135,.0096705584,.06263794,.14586093,.51663256,.20769633,.051643193,0,0,0,0,0,0,0,0,64.875404,60.262264,68.297501
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,8,5,.0076405979,.0082772896,.0058100205,.0095905131,.062119465,.14465359,.51235622,.20597717,.051215727,0,0,0,0,0,0,0,49.140102,39.935665,54.294781
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,9,5,.0046651727,.012889507,.0082356669,.0057808049,.0095422864,.061807096,.1439262,.50977987,.20494141,.043097187,0,0,0,0,0,0,32.753593,16.522051,38.823017
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,10,5,.0039672335,.54791594,.012868096,.0082005989,.00575619,.0095016556,.061543919,.14331336,.21090019,0,0,0,0,0,0,0,57.703407,47.667656,61.952854
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,11,5,.0024244206,.11764513,.54790491,.012855101,.0081793154,.0057412507,.0094769951,.06138419,.14294142,.093871653,0,0,0,0,0,0,62.226002,52.878254,67.417068
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2021,12,5,.00072732614,.16043431,.11764311,.54790163,.012851216,.0081729516,.0057367841,.0094696218,.061336432,.076453984,0,0,0,0,0,0,69.939697,63.28986,73.399101
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2022,1,5,.00021819785,.061866198,.16043413,.11764251,.54790062,.012850052,.0081710452,.0057354453,.0094674127,.061322123,.014610469,0,0,0,0,0,70.437317,65.770851,73.88015
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2022,2,5,.000065459353,.025431637,.061866183,.16043407,.11764233,.54790032,.012849702,.0081704725,.0057350439,.0094667496,.050503433,0,0,0,0,0,68.747543,64.048141,72.315773
Pfizer/BioNTech/Moderna,Molise,14,ITF2,2022,3,5,.000019637806,.011437352,.025431637,.061866179,.16043405,.11764227,.54790026,.012849597,.0081703011,.0057349233,.0094665512,.039066851,0,0,0,0,57.803463,51.127094,63.134991
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,2,1,2.8915269e-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,53,66
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,3,1,.000021108146,.98648649,.013513515,0,0,0,0,0,0,0,0,0,0,0,0,0,60,53,66
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,4,1,.000017060009,.44360903,.54887217,.0075187972,0,0,0,0,0,0,0,0,0,0,0,0,59.990974,52.992477,65.976692
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,5,1,8.0962755e-06,.17391305,.36645964,.45341617,.0062111802,0,0,0,0,0,0,0,0,0,0,0,59.421116,52.524223,64.55217
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,6,1,.000082986822,.640625,.0625,.13169643,.16294642,.002232143,0,0,0,0,0,0,0,0,0,0,58.909153,52.26339,64.463173
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,7,1,3.4698323e-06,.026086956,.62391305,.060869567,.12826087,.15869565,.0021739129,0,0,0,0,0,0,0,0,0,57.686306,51.073261,63.399567
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,8,1,7.2288171e-06,.051546395,.02474227,.59175259,.057731964,.12164949,.15051547,.0020618557,0,0,0,0,0,0,0,0,52.366802,43.978146,57.071754
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,9,1,1.7349162e-06,.01221996,.050916497,.02443992,.58452141,.057026476,.12016293,.14867617,.00203666,0,0,0,0,0,0,0,46.426891,37.014668,51.70306
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,10,1,2.0240689e-06,.014056225,.012048193,.050200801,.024096387,.57630521,.056224901,.11847389,.14658634,.0020080321,0,0,0,0,0,0,42.921886,31.548393,50.771484
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,11,1,1.4457636e-06,.0099403588,.013916501,.01192843,.049701788,.02385686,.57057655,.055666003,.11729623,.14512922,.0019880717,0,0,0,0,0,27.42664,8.766799,36.597019
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,12,1,0,0,.0099403588,.013916501,.01192843,.049701788,.02385686,.57057655,.055666003,.11729623,.14512922,.0019880717,0,0,0,0,26.541748,5.2864809,37.088074
AstraZeneca/Janssen,Piemonte,1,ITC1,2022,1,1,0,0,0,.0099403588,.013916501,.01192843,.049701788,.02385686,.57057655,.055666003,.11729623,.14512922,.0019880717,0,0,0,25.089861,2.0673959,43.059048
AstraZeneca/Janssen,Piemonte,1,ITC1,2022,2,1,0,0,0,0,.0099403588,.013916501,.01192843,.049701788,.02385686,.57057655,.055666003,.11729623,.14512922,.0019880717,0,0,24.67654,1.2769384,43.02684
AstraZeneca/Janssen,Piemonte,1,ITC1,2022,3,1,0,0,0,0,0,.0099403588,.013916501,.01192843,.049701788,.02385686,.57057655,.055666003,.11729623,.14512922,.0019880717,0,24.267395,.54731613,43.280918
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,2,2,3.2208227e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,53,66
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,3,2,.00023512005,.98648649,.013513514,0,0,0,0,0,0,0,0,0,0,0,0,0,60,53,66
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,4,2,.00019002854,.44360903,.54887217,.0075187972,0,0,0,0,0,0,0,0,0,0,0,0,59.990974,52.992477,65.976692
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,5,2,.000090183035,.17391305,.36645964,.45341617,.0062111802,0,0,0,0,0,0,0,0,0,0,0,59.421116,52.524223,64.55217
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,6,2,.00092437607,.640625,.0625,.13169643,.16294643,.002232143,0,0,0,0,0,0,0,0,0,0,58.909153,52.26339,64.463173
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,7,2,.000038649872,.026086956,.62391299,.060869563,.12826087,.15869565,.0021739129,0,0,0,0,0,0,0,0,0,57.686302,51.073257,63.399563
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,8,2,.000080520564,.051546391,.024742268,.59175259,.05773196,.12164949,.15051547,.0020618557,0,0,0,0,0,0,0,0,52.366802,43.978146,57.071754
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,9,2,.000019324936,.01221996,.050916497,.02443992,.58452135,.057026476,.12016293,.14867617,.00203666,0,0,0,0,0,0,0,46.426888,37.014664,51.703056
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,10,2,.000022545759,.014056225,.012048193,.050200805,.024096387,.57630521,.056224901,.1184739,.14658636,.0020080323,0,0,0,0,0,0,42.921886,31.548393,50.771484
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,11,2,.000016104113,.0099403579,.013916501,.01192843,.049701788,.02385686,.57057655,.055666003,.11729623,.14512922,.0019880715,0,0,0,0,0,27.42664,8.766799,36.597019
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,12,2,0,0,.0099403579,.013916501,.01192843,.049701788,.02385686,.57057655,.055666003,.11729623,.14512922,.0019880715,0,0,0,0,26.541748,5.2864809,37.088074
AstraZeneca/Janssen,Piemonte,1,ITC1,2022,1,2,0,0,0,.0099403579,.013916501,.01192843,.049701788,.02385686,.57057655,.055666003,.11729623,.14512922,.0019880715,0,0,0,25.089861,2.0673959,43.059048
AstraZeneca/Janssen,Piemonte,1,ITC1,2022,2,2,0,0,0,0,.0099403579,.013916501,.01192843,.049701788,.02385686,.57057655,.055666003,.11729623,.14512922,.0019880715,0,0,24.67654,1.2769384,43.02684
AstraZeneca/Janssen,Piemonte,1,ITC1,2022,3,2,0,0,0,0,0,.0099403579,.013916501,.01192843,.049701788,.02385686,.57057655,.055666003,.11729623,.14512922,.0019880715,0,24.267395,.54731607,43.280918
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,2,3,.010866364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,53,66
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,3,3,.026466556,.70893341,.29106653,0,0,0,0,0,0,0,0,0,0,0,0,0,59.999996,52.999996,65.999992
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,4,3,.0097575542,.20720866,.56203628,.23075505,0,0,0,0,0,0,0,0,0,0,0,0,59.723095,52.769245,65.28466
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,5,3,.023110736,.32920709,.1389941,.37700996,.15478885,0,0,0,0,0,0,0,0,0,0,0,58.680771,52.06575,63.778709
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,6,3,.012634494,.15252474,.27899486,.11779407,.31950662,.13117972,0,0,0,0,0,0,0,0,0,0,56.875675,50.656307,62.255341
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,7,3,.00055043178,.0066009988,.15151793,.27715322,.1170165,.31739753,.1303138,0,0,0,0,0,0,0,0,0,51.432514,43.535084,56.655571
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,8,3,.0010336831,.012244555,.0065201726,.14966266,.2737596,.1155837,.31351116,.12871817,0,0,0,0,0,0,0,0,41.315289,29.510443,46.567108
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,9,3,.00044115554,.0051985681,.0121809,.0064862771,.14888462,.27233645,.11498282,.31188136,.12804902,0,0,0,0,0,0,0,36.703327,22.061947,44.30072
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,10,3,.00021865798,.0025700391,.0051852074,.012149595,.0064696069,.14850199,.27163652,.11468731,.3110798,.12771992,0,0,0,0,0,0,28.893375,9.7815294,40.665833
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,11,3,.000036788246,.00043221089,.0025689283,.0051829661,.012144343,.0064668106,.1484378,.27151912,.11463774,.31094536,.12766472,0,0,0,0,0,24.831554,2.6802001,38.322025
AstraZeneca/Janssen,Piemonte,1,ITC1,2021,12,3,0,0,.00043221089,.0025689283,.0051829661,.012144343,.0064668106,.1484378,.27151912,.11463774,.31094536,.12766472,0,0,0,0,24.589205,1.2754892,41.781582
AstraZeneca/Janssen,Piemonte,1,ITC1,2022,1,3,0,0,0,.00043221089,.0025689283,.0051829661,.012144343,.0064668106,.1484378,.27151912,.11463774,.31094536,.12766472,0,0,0,24.232559,.46308658,43.362347
