fornitore,reg,codice_regione,Code,anno,mese,age_group,coverage_of_the_age_group,coverage_1,coverage_2,coverage_3,coverage_4,coverage_5,coverage_6,coverage_7,coverage_8,coverage_9,coverage_10,coverage_11,coverage_12,coverage_13,coverage_14,coverage_15,efficacy_baseline,efficacy_lower,efficacy_upper
AstraZeneca/Janssen,Calabria,18,ITF6,2021,8,4,.00080450345,.0034570259,.0070838886,.039248593,.34589821,.55378848,.050189186,.00033464795,0,0,0,0,0,0,0,0,51.157539,44.783409,56.582569
AstraZeneca/Janssen,Calabria,18,ITF6,2021,9,4,.00032222804,.001382729,.0034522456,.0070740934,.039194319,.34541991,.55302268,.050119787,.0003341852,0,0,0,0,0,0,0,34.903542,21.282576,40.506279
AstraZeneca/Janssen,Calabria,18,ITF6,2021,10,4,.00007437462,.00031905089,.0013822879,.0034511441,.0070718364,.039181817,.3453097,.55284625,.050103799,.00033407859,0,0,0,0,0,0,25.450323,5.3929977,32.181511
AstraZeneca/Janssen,Calabria,18,ITF6,2021,11,4,4.8675861e-06,.000020880447,.00031904422,.0013822591,.0034510721,.0070716888,.039180998,.34530252,.55283475,.050102752,.00033407164,0,0,0,0,0,24.355484,1.4565946,38.641319
AstraZeneca/Janssen,Calabria,18,ITF6,2021,12,4,0,0,.000020880447,.00031904422,.0013822591,.0034510721,.0070716888,.039180998,.34530252,.55283475,.050102752,.00033407164,0,0,0,0,24.146711,.35534114,42.965202
AstraZeneca/Janssen,Calabria,18,ITF6,2022,1,4,0,0,0,.000020880447,.00031904422,.0013822591,.0034510721,.0070716888,.039180998,.34530252,.55283475,.050102752,.00033407164,0,0,0,24.047611,.11187909,43.383209
AstraZeneca/Janssen,Calabria,18,ITF6,2022,2,4,0,0,0,0,.000020880447,.00031904422,.0013822591,.0034510721,.0070716888,.039180998,.34530252,.55283475,.050102752,.00033407164,0,0,24.00922,.029760588,43.440224
AstraZeneca/Janssen,Calabria,18,ITF6,2022,3,4,0,0,0,0,0,.000020880447,.00031904422,.0013822591,.0034510721,.0070716888,.039180998,.34530252,.55283475,.050102752,.00033407164,0,24.000565,.0053802882,43.477814
AstraZeneca/Janssen,Calabria,18,ITF6,2021,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen,Calabria,18,ITF6,2021,2,5,.000014438557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,53,66
AstraZeneca/Janssen,Calabria,18,ITF6,2021,3,5,.00066417363,.97872335,.021276595,0,0,0,0,0,0,0,0,0,0,0,0,0,59.999996,52.999996,66
AstraZeneca/Janssen,Calabria,18,ITF6,2021,4,5,.0019275473,.73961216,.25484765,.0055401661,0,0,0,0,0,0,0,0,0,0,0,0,59.993347,52.994457,65.982826
AstraZeneca/Janssen,Calabria,18,ITF6,2021,5,5,.00090962905,.25872689,.54825461,.18891171,.0041067763,0,0,0,0,0,0,0,0,0,0,0,59.750309,52.796303,65.386444
AstraZeneca/Janssen,Calabria,18,ITF6,2021,6,5,.00015160485,.041338582,.24803148,.52559054,.18110237,.0039370079,0,0,0,0,0,0,0,0,0,0,58.31929,51.790154,63.102951
AstraZeneca/Janssen,Calabria,18,ITF6,2021,7,5,.00015160485,.039697547,.039697547,.23818526,.50472593,.17391305,.0037807184,0,0,0,0,0,0,0,0,0,55.168999,49.33989,60.091118
AstraZeneca/Janssen,Calabria,18,ITF6,2021,8,5,.0001010699,.025782689,.038674034,.038674034,.23204421,.49171272,.16942911,.0036832413,0,0,0,0,0,0,0,0,47.947517,39.891712,53.446594
AstraZeneca/Janssen,Calabria,18,ITF6,2021,9,5,.000043315671,.010928961,.02550091,.038251366,.038251366,.22950819,.48633879,.16757742,.0036429872,0,0,0,0,0,0,0,33.979237,19.181967,39.678867
AstraZeneca/Janssen,Calabria,18,ITF6,2021,10,5,7.2192784e-06,.0018181818,.010909092,.025454547,.038181819,.038181819,.22909091,.48545456,.16727273,.0036363637,0,0,0,0,0,0,27.531818,7.823091,35.846363
AstraZeneca/Janssen,Calabria,18,ITF6,2021,11,5,0,0,.0018181818,.010909092,.025454547,.038181819,.038181819,.22909091,.48545456,.16727273,.0036363637,0,0,0,0,0,26.246002,4.2845459,41.143452
AstraZeneca/Janssen,Calabria,18,ITF6,2021,12,5,0,0,0,.0018181818,.010909092,.025454547,.038181819,.038181819,.22909091,.48545456,.16727273,.0036363637,0,0,0,0,25.079636,2.0640001,43.010365
AstraZeneca/Janssen,Calabria,18,ITF6,2022,1,5,0,0,0,0,.0018181818,.010909092,.025454547,.038181819,.038181819,.22909091,.48545456,.16727273,.0036363637,0,0,0,24.348728,.79618192,42.818363
AstraZeneca/Janssen,Calabria,18,ITF6,2022,2,5,0,0,0,0,0,.0018181818,.010909092,.025454547,.038181819,.038181819,.22909091,.48545456,.16727273,.0036363637,0,0,24.048908,.192,43.039455
AstraZeneca/Janssen,Calabria,18,ITF6,2022,3,5,0,0,0,0,0,0,.0018181818,.010909092,.025454547,.038181819,.038181819,.22909091,.48545456,.16727273,.0036363637,0,24,.03109091,43.332546
AstraZeneca/Janssen(BOOSTER),Calabria,18,ITF6,2021,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Calabria,18,ITF6,2022,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Calabria,18,ITF6,2022,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Calabria,18,ITF6,2022,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Calabria,18,ITF6,2021,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Calabria,18,ITF6,2022,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Calabria,18,ITF6,2022,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Calabria,18,ITF6,2022,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Calabria,18,ITF6,2021,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Calabria,18,ITF6,2022,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Calabria,18,ITF6,2022,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Calabria,18,ITF6,2022,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Calabria,18,ITF6,2021,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Calabria,18,ITF6,2022,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Calabria,18,ITF6,2022,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Calabria,18,ITF6,2022,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Calabria,18,ITF6,2021,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Calabria,18,ITF6,2022,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Calabria,18,ITF6,2022,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen(BOOSTER),Calabria,18,ITF6,2022,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,1,1,.000012154319,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,82
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,2,1,.000024308638,.66666669,.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,82
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,3,1,.00010360111,.73966944,.17355372,.08677686,0,0,0,0,0,0,0,0,0,0,0,0,78.895874,74.913223,81.730995
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,4,1,.00026334359,.6527977,.25681493,.060258243,.030129122,0,0,0,0,0,0,0,0,0,0,0,78.758972,74.831276,81.608322
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,5,1,.0012021201,.74873829,.16402307,.064527765,.01514059,.0075702951,0,0,0,0,0,0,0,0,0,0,78.768898,74.818893,81.627357
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,6,1,.02097662,.9289028,.053233206,.011661584,.0045877439,.0010764538,.00053822692,0,0,0,0,0,0,0,0,0,78.935768,74.946587,81.909676
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,7,1,.010477022,.3169173,.63451749,.036362685,.0079658264,.0031338087,.000735307,.0003676535,0,0,0,0,0,0,0,0,78.84288,74.861366,81.767082
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,8,1,.010335801,.2381797,.24143402,.48338825,.027701829,.0060685277,.0023873989,.00056017179,.00028008589,0,0,0,0,0,0,0,78.097954,74.235023,80.155396
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,9,1,.0098143229,.18445042,.19424805,.19690211,.39422849,.022592295,.0049492028,.0019470492,.00045684946,.00022553085,0,0,0,0,0,0,76.070221,72.862427,78.246109
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,10,1,.0031514412,.055922486,.17413694,.18338655,.18589222,.37218499,.021329034,.0046724654,.0018381787,.00043130448,.00020581303,0,0,0,0,0,73.374504,69.938995,75.860054
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,11,1,.0029876474,.05042997,.053107653,.16537088,.17415473,.17653425,.3534489,.020255314,.0044372496,.0017456433,.00040959226,.00010582525,0,0,0,0,65.052872,60.082268,68.709167
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,12,1,.00089629425,.014877568,.049681023,.052317645,.16291061,.17156373,.17390786,.34819043,.019953964,.0043712342,.0017196725,.00040349853,.00010277838,0,0,0,51.087826,41.567173,55.329239
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2022,1,1,.00026888828,.0044434383,.014811461,.049460664,.052085206,.16218674,.1708014,.1731351,.34664327,.019865301,.004351811,.0017120312,.00040170562,.00010188192,0,0,42.451504,28.90332,47.873211
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2022,2,1,.000080666483,.0013312568,.004437523,.014791742,.049394939,.052015875,.16197084,.17057401,.17290461,.34618181,.019838855,.0043460177,.001709752,.00040117084,.00010161453,0,34.411114,17.037199,44.98275
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2022,3,1,.000024199944,.00039921759,.0013307254,.0044357511,.014785837,.049375255,.051995113,.16190617,.17050593,.17283559,.34604359,.019830935,.0043442827,.0017090695,.00040101068,.00010153445,28.765602,8.3725767,41.877911
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,1,2,.00014246166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,82
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,2,2,.00028492333,.66666669,.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,82
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,3,2,.0012143161,.73966944,.17355372,.08677686,0,0,0,0,0,0,0,0,0,0,0,0,78.895874,74.913223,81.730995
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,4,2,.0030866694,.6527977,.25681493,.060258251,.030129125,0,0,0,0,0,0,0,0,0,0,0,78.758972,74.831284,81.608322
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,5,2,.014090137,.74873829,.16402307,.064527757,.015140591,.0075702956,0,0,0,0,0,0,0,0,0,0,78.76889,74.818893,81.627357
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,6,2,.24586849,.92890275,.053233203,.011661583,.0045877434,.0010764538,.00053822692,0,0,0,0,0,0,0,0,0,78.93576,74.946587,81.909676
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,7,2,.12280195,.3169173,.63451743,.036362678,.0079658255,.0031338083,.00073530694,.00036765347,0,0,0,0,0,0,0,0,78.84288,74.861366,81.767075
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,8,2,.12114669,.2381797,.24143402,.48338825,.027701827,.0060685277,.0023873989,.00056017179,.00028008589,0,0,0,0,0,0,0,78.097954,74.235023,80.155396
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,9,2,.1150344,.18448144,.19424805,.19690211,.39422849,.022592293,.0049492028,.0019470489,.00045684946,.00019450529,0,0,0,0,0,0,76.07193,72.864754,78.247307
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,10,2,.036938272,.055996951,.17416798,.18338656,.18589224,.37218499,.021329034,.0046724654,.0018381787,.00043130451,.00010032614,0,0,0,0,0,73.380318,69.946915,75.86412
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,11,2,.035018433,.051385559,.053182114,.16540192,.17415473,.17653427,.35344887,.020255312,.0044372496,.0011999864,0,0,0,0,0,0,65.111206,60.161812,68.749931
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,12,2,.01050553,.014877566,.050636608,.052392103,.16294163,.17156373,.17390786,.3481904,.019953962,.0043712338,.0011648749,0,0,0,0,0,51.14592,41.646568,55.369648
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2022,1,2,.0031516589,.0044434373,.014811459,.05041625,.052159663,.16221777,.17080139,.1731351,.34664324,.019865297,.0043518106,.0011545444,0,0,0,0,42.508015,28.981421,47.910305
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2022,2,2,.00094549765,.0013312566,.004437522,.014791741,.050350521,.052090332,.16200185,.17057401,.17290461,.34618178,.019838851,.0043460173,.0011514629,0,0,0,34.462589,17.11178,45.015656
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2022,3,2,.00028364931,.00039921759,.0013307253,.0044357511,.014785836,.050330844,.052069575,.16193721,.17050593,.1728356,.34604359,.019830933,.0043442822,.0011505402,0,0,28.811518,8.4399004,41.906528
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,1,3,.024649616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,82
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,2,3,.011695858,.32179683,.67820317,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,82
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,3,3,.018416008,.33629489,.21357818,.45012689,0,0,0,0,0,0,0,0,0,0,0,0,78.459846,74.549866,80.604607
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,4,3,.047439113,.46417648,.18019472,.11444021,.24118857,0,0,0,0,0,0,0,0,0,0,0,77.512016,74.017281,80.00515
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,5,3,.12594414,.55203611,.20793429,.080720723,.05126508,.10804377,0,0,0,0,0,0,0,0,0,0,77.632851,73.848763,80.407158
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,6,3,.18595587,.44905967,.30413899,.1145594,.044472307,.028244002,.059525672,0,0,0,0,0,0,0,0,0,76.725464,72.678207,79.636131
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,7,3,.081168599,.16388784,.37546423,.25429431,.0957845,.037183832,.023615154,.049770135,0,0,0,0,0,0,0,0,74.435677,69.926643,77.026512
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,8,3,.055906981,.10143214,.14726435,.33738008,.22850068,.086068876,.033412199,.021219818,.044721846,0,0,0,0,0,0,0,71.990028,67.375481,74.377228
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,9,3,.05353725,.088815503,.092452027,.13422655,.30751073,.20827077,.078448914,.030454107,.019341158,.040480226,0,0,0,0,0,0,68.106949,63.097897,71.513977
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,10,3,.037878592,.063300692,.083596781,.0870023,.12631436,.28938404,.19599393,.073824622,.028658943,.018201064,.033723291,0,0,0,0,0,61.692173,55.002159,66.088173
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,11,3,.017101498,.078329816,.061772596,.081436977,.084746897,.12303986,.2818822,.1909131,.071910836,.025967687,0,0,0,0,0,0,53.700916,44.572601,58.444363
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,12,3,.0051304493,.19255321,.078129768,.061329503,.080810711,.084092908,.12209037,.27970693,.10128663,0,0,0,0,0,0,0,53.408695,43.446693,57.591068
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2022,1,3,.0015391348,.25174254,.19253539,.078070357,.061197899,.080624707,.083898671,.12180836,.13012207,0,0,0,0,0,0,0,61.674923,53.528343,65.452942
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2022,2,3,.00046174042,.13440074,.25174093,.19253005,.078052588,.061158542,.080569081,.083840586,.11770749,0,0,0,0,0,0,0,64.48259,57.153053,67.879959
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2022,3,3,.00013852213,.085999973,.13440061,.25174046,.19252846,.078047261,.061146744,.080552407,.083823167,.031760991,0,0,0,0,0,0,64.446594,57.45837,67.929764
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,1,4,.018218443,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,82
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,2,4,.0098999944,.35208195,.64791805,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,82
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,3,4,.050224591,.64108568,.12636727,.23254709,0,0,0,0,0,0,0,0,0,0,0,0,78.720947,74.767456,81.279114
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,4,4,.19764286,.71613395,.18198246,.035871379,.066012226,0,0,0,0,0,0,0,0,0,0,0,78.587288,74.726479,81.439919
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,5,4,.21050756,.43270379,.40626007,.10323796,.020349698,.037448484,0,0,0,0,0,0,0,0,0,0,78.421379,74.516418,81.19706
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,6,4,.066621438,.12044774,.38058558,.35732695,.090803184,.017898623,.032937899,0,0,0,0,0,0,0,0,0,76.99733,73.164398,79.309769
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,7,4,.027890896,.048004504,.1146657,.36231574,.34017363,.086444214,.017039407,.03135673,0,0,0,0,0,0,0,0,73.682106,70.01149,75.704933
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,8,4,.017226707,.028796006,.046622168,.11136378,.35188252,.330378,.083954968,.01654874,.030453783,0,0,0,0,0,0,0,69.003876,64.979134,71.743553
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,9,4,.020085547,.033245657,.027860593,.045107689,.10774624,.34045193,.31964597,.081227764,.016011169,.028703032,0,0,0,0,0,0,59.559277,53.073875,64.025719
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,10,4,.012769813,.032065123,.032588352,.027296845,.044194952,.10556603,.333563,.31317806,.079584152,.01568719,.016276307,0,0,0,0,0,45.25956,33.85619,50.735722
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,11,4,.0087041296,.14597239,.031789839,.032155357,.026925482,.043593697,.10412984,.329025,.28640842,0,0,0,0,0,0,0,41.711933,27.5996,46.729061
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,12,4,.002611239,.3838619,.14591709,.03170871,.032027747,.026816035,.043416493,.10370657,.23254544,0,0,0,0,0,0,0,58.855091,49.122959,62.951122
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2022,1,4,.00078337168,.19572589,.38385695,.14590058,.031684503,.031989668,.026783375,.043363616,.10358027,.037115157,0,0,0,0,0,0,67.499268,60.300373,71.342865
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2022,2,4,.00023501151,.075751394,.19572544,.38385546,.14589565,.031677246,.031978261,.026773592,.04334778,.064995229,0,0,0,0,0,0,69.126472,62.957058,72.606438
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2022,3,4,.000070503454,.038385313,.075751357,.19572531,.38385502,.14589415,.031675074,.031974841,.026770659,.04334303,.026625276,0,0,0,0,0,67.340752,61.839565,70.916771
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,1,5,.0092190187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,82
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,2,5,.11225978,.92411005,.075889945,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,82
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,3,5,.3635051,.74951994,.23147114,.019008918,0,0,0,0,0,0,0,0,0,0,0,0,78.977188,74.980995,81.941071
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,4,5,.20569168,.29781231,.52630371,.16253619,.013347829,0,0,0,0,0,0,0,0,0,0,0,78.730209,74.789413,81.405373
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,5,5,.075968467,.099092223,.2683014,.47415107,.1464301,.012025162,0,0,0,0,0,0,0,0,0,0,77.501579,73.900093,79.423775
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,6,5,.023736987,.030032335,.09611626,.26024371,.45991123,.14203247,.011664018,0,0,0,0,0,0,0,0,0,74.500122,71.56366,76.475716
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,7,5,.0086631337,.010841872,.02970673,.095074184,.25742218,.45492494,.14049259,.011537559,0,0,0,0,0,0,0,0,68.820473,65.163254,71.74865
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,8,5,.0058548348,.0072739995,.010763007,.029490642,.094382614,.2555497,.45161581,.13947064,.011453634,0,0,0,0,0,0,0,55.435459,48.258373,60.015442
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,9,5,.0079989601,.010612518,.0072024227,.010657098,.029200451,.093453877,.25303504,.44717184,.13809824,.010568466,0,0,0,0,0,0,38.268974,24.523703,43.719685
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,10,5,.0048585744,.054671474,.010554055,.0071596308,.010593781,.029026961,.092898637,.25153169,.44451505,.099048711,0,0,0,0,0,0,32.392265,14.529422,39.444817
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,11,5,.0042665936,.22252673,.054640636,.010503285,.0071224701,.010538796,.028876303,.092416465,.25022617,.32314914,0,0,0,0,0,0,41.441849,25.064529,50.931362
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2021,12,5,.0012799781,.34129626,.22251865,.054631446,.010488156,.0071113966,.010522411,.028831407,.092272781,.23232746,0,0,0,0,0,0,59.083939,48.360645,66.225014
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2022,1,5,.00038399344,.13295698,.34129551,.22251624,.054628696,.010483627,.0071080816,.010517506,.028817967,.092229769,.099445641,0,0,0,0,0,65.431297,57.066944,71.252701
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2022,2,5,.00011519803,.047219563,.13295692,.3412953,.22251552,.054627869,.010482268,.0071070874,.010516035,.028813938,.092216864,.052248597,0,0,0,0,66.060394,58.832794,71.084915
Pfizer/BioNTech/Moderna,Calabria,18,ITF6,2022,3,5,.000034559409,.020771386,.04721956,.13295691,.34129524,.2225153,.054627623,.010481861,.0071067889,.010515594,.028812727,.092212997,.031484008,0,0,0,63.473743,56.674816,68.698616
AstraZeneca/Janssen,Campania,15,ITF3,2021,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen,Campania,15,ITF3,2021,2,1,3.5115872e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,53,66
AstraZeneca/Janssen,Campania,15,ITF3,2021,3,1,.00002264974,.86577177,.13422817,0,0,0,0,0,0,0,0,0,0,0,0,0,59.999996,52.999996,66
AstraZeneca/Janssen,Campania,15,ITF3,2021,4,1,.000050391278,.65825689,.29587156,.045871556,0,0,0,0,0,0,0,0,0,0,0,0,59.944954,52.954132,65.857796
AstraZeneca/Janssen,Campania,15,ITF3,2021,5,1,.00041998582,.84582746,.10148516,.045615282,.0070721363,0,0,0,0,0,0,0,0,0,0,0,59.905659,52.928925,65.810501
AstraZeneca/Janssen,Campania,15,ITF3,2021,6,1,.0033695437,.87156546,.10863345,.013034198,.0058585769,.00090830645,0,0,0,0,0,0,0,0,0,0,59.943283,52.958427,65.9114
AstraZeneca/Janssen,Campania,15,ITF3,2021,7,1,.000096041913,.024240006,.85043865,.10600016,.012718248,.0057165646,.00088628905,0,0,0,0,0,0,0,0,0,59.717648,52.759411,65.499878
AstraZeneca/Janssen,Campania,15,ITF3,2021,8,1,7.7254927e-06,.0019460417,.024192834,.84878373,.10579389,.012693498,.0057054404,.0008845643,0,0,0,0,0,0,0,0,58.036263,51.351204,62.292366
AstraZeneca/Janssen,Campania,15,ITF3,2021,9,1,3.3360079e-06,.00083963055,.0019444077,.024172522,.84807104,.10570506,.01268284,.0057006497,.00088382163,0,0,0,0,0,0,0,53.566257,48.117947,58.499241
AstraZeneca/Janssen,Campania,15,ITF3,2021,10,1,1.7557937e-07,.000044189132,.00083959341,.0019443218,.024171453,.84803361,.10570039,.01268228,.0057003978,.00088378257,0,0,0,0,0,0,47.646397,39.96051,53.560696
AstraZeneca/Janssen,Campania,15,ITF3,2021,11,1,1.7557937e-07,.000044187178,.000044187178,.00083955633,.0019442359,.024170386,.84799612,.10569572,.01268172,.0057001463,.00088374352,0,0,0,0,0,24.741686,6.2616186,30.539478
AstraZeneca/Janssen,Campania,15,ITF3,2021,12,1,0,0,.000044187178,.000044187178,.00083955633,.0019442359,.024170386,.84799612,.10569572,.01268172,.0057001463,.00088374352,0,0,0,0,24.08095,1.8821793,32.17614
AstraZeneca/Janssen,Campania,15,ITF3,2022,1,1,0,0,0,.000044187178,.000044187178,.00083955633,.0019442359,.024170386,.84799612,.10569572,.01268172,.0057001463,.00088374352,0,0,0,24.025465,.099098578,43.171089
AstraZeneca/Janssen,Campania,15,ITF3,2022,2,1,0,0,0,0,.000044187178,.000044187178,.00083955633,.0019442359,.024170386,.84799612,.10569572,.01268172,.0057001463,.00088374352,0,0,24.002531,.012641951,43.464169
AstraZeneca/Janssen,Campania,15,ITF3,2022,3,1,0,0,0,0,0,.000044187178,.000044187178,.00083955633,.0019442359,.024170386,.84799612,.10569572,.01268172,.0057001463,.00088374352,0,24.001188,.0038266093,43.489052
AstraZeneca/Janssen,Campania,15,ITF3,2021,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AstraZeneca/Janssen,Campania,15,ITF3,2021,2,2,.000039520237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,53,66
AstraZeneca/Janssen,Campania,15,ITF3,2021,3,2,.00025490552,.86577183,.13422818,0,0,0,0,0,0,0,0,0,0,0,0,0,60,53,66
